"HolderAddress","Balance","PendingBalanceUpdate"
"0x3b98fa3f0c9cd39fe9a57e9a201a8c1bb43f0e98","11958.359012568","No"
"0x3b9f029c559f0b685977db62be06f65dacb65d15","457.6","No"
"0x3bccbd6e74d75627209a7e440f17625ab575f61d","440","No"
"0x3bef5ddea75cc8af6781187dd03ec251f58139ab","9229.724104611","No"
"0x3bf5ddda450bba1dc21d115d278e11544ed768e3","352","No"
"0x3c02c47bf1aa95841731af18bb22b05b1c9acdba","13342.804228408","No"
"0x3c3269144adc2e18550139478603f3721bb5741b","372.69582387","No"
"0x3c693268bc4357306c8c94f86b24b3ab97aecbfd","27.358890255","No"
"0x3c6a0e6048972acc7a78fbf44188386c6f0e7c5d","22.929009159","No"
"0x3c859a9e91adb43b7341b2144f66a0ffc68f8d01","290.4","No"
"0x3c9872b1d6da07e79853a3d62c91aedd1e902be4","4234.580106947","No"
"0x3d1f3d69f346446aadc998a2966b0e942da5d0bd","108.24","No"
"0x3d5581ef7df9eb5fc80a3d18a915f698b2465236","22936.224419112","No"
"0x3da619edb85523c13e1453a5b4f7412ef3c19489","70129.528","No"
"0x3dc290ed628c3a62db10e21c9cb78294ecc92f69","129.342188445","No"
"0x3de2e0123864c770c6e3148562be8c8d31fbfacc","242.680669574","No"
"0x3e79c819e7f5a9636dc571136413ce88885b68cd","416.24","No"
"0x3eac6a0f1646f158a99b837341954b4cbefc0f40","88","No"
"0x3ee5287e76dfa013b2d3c583548e753f5b8124f9","656.259643883","No"
"0x3eecfb03842d7f2074d1db3901a88b180b44a564","220","No"
"0x3f01f24e98c5f0e7a1d55ce6c8c2e8586bc5d7a2","1551.499942757","No"
"0x3f3e6cc4b11e24ccc016bb75b270384895f23987","318.075025478","No"
"0x3f5bd4019bc5b166155f8e8d45fe29a16d4c311a","1496","No"
"0x3fbc462ab667a03043490534163e89beff5e0c58","351.00846228","No"
"0x40041965b2848f36ebe8d1f7686fbc1aa7a991ac","880","No"
"0x4051195bc6e4badbdad853df78eac52ec58cf93c","132","No"
"0x4080d8a75dccd12632baa702fede7e969b834c6d","293.404465654","No"
"0x40a8066cb2d5c161f2fd0e11cd6bbaf2e5f57afc","18157.978216957","No"
"0x40ae2828762b903864eadef2265b20e6fb9b2387","264","No"
"0x40bd5c49b5a84ed58938f98165e903b0956d200f","284.193923111","No"
"0x41174cc4bad27bc10cb4a958f3421bbef3272594","880","No"
"0x41270dbbb0ff794b1fbcfb56358620c5a2ce059a","230.603412217","No"
"0x41565e7a834e365633c7d2139e4af3dbccd81d04","1372.8","No"
"0x4180bdd7c177ba61c42f236fd327978cfc529e32","261.8","No"
"0x418aa2d55af73603c94adcc370185741db1795a5","202.697075731","No"
"0x419de3eb9abf7bfce46b3888b289fbfb6d794459","352","No"
"0x4208e986bd10829ebe7e0000267d20d09f8dc0b6","14570.878669543","No"
"0x420941e34dc76cff40c025d4747c786a20a6f57b","816.583368829","No"
"0x421d0d32a3a0faba64f7bdc9eae7002c1c658321","985.745108832","No"
"0x4231d3458e214e2156b891e7702df7908250374b","1452","No"
"0x424df14aee41fb20f524963653ad9dc2b77a65af","1013.76","No"
"0x42ab4c690b894b99953a77370df452bf18020aa6","17286.72","No"
"0x42dbf106aa1b570df74ea9d32665ec594b0e3d1e","12238.817134399","No"
"0x42eaeae0e4b61de03f3da9338b6932ca8cd3898e","880","No"
"0x42fbc328350dd14d2f009edd0cf3938026956e36","293.895837848","No"
"0x430a5965bcee916b7629353be63f0ba9f9fdb18b","2111.891928646","No"
"0x4382fa5fd187b2dd00eb07a2abb8c9cdeaa2c373","564.08","No"
"0x441ad32755b1676830cd2c1c7bf1ac9067d37505","14.947370751","No"
"0x4457c727a1c2ab963887a059c51947fe83016c25","0.88","No"
"0x4469633065355c45f908fd4f889646d73bf74938","1747.333067537","No"
"0x446f24a9717eed0b91f8307fda4bdfdaf2430d9a","97.241072711","No"
"0x44bf55c4107573493643982a8ad4bbf07fe32fd9","204.7253604","No"
"0x44c94ca0a48c1759920b38ca19dbfa9a560da234","308","No"
"0x44d4901b56cf7ba9933ccb5cdf6698f92b76815a","704.29744","No"
"0x44e9743361a6594e935eca79e5f8d9579f5320e2","4661.183544217","No"
"0x45144a2af3b59dad50f4459798bd39738a500ae4","610.377112448","No"
"0x452a755e560c54a8b5f286bb1bffc81de73c4acd","145.628504609","No"
"0x452b9d012e117a32b7d7f9dc26e7b22e22ea7d4a","11602.670799317","No"
"0x457da3bba3a72dc89ff7f6816be9c55491645d04","352","No"
"0x4589ba2a8e01b6e74f77c11ff739054e0c171659","3224.866652933","No"
"0x459fd8f252aa5c2ff7249f9c034cd4b1e49c0a00","1760","No"
"0x464fe28bc98bbf96586b316932d3b4385a7b04c1","2693.768","No"
"0x46bc47fa8d80874ab88d71cf1e79287402972518","1520.879631049","No"
"0x46d45ef67665ea1469e77ff9bd34efcd8191c16a","96.137625354","No"
"0x470745873b69874c0dc9b8b7d069f2cbac206d88","300.118965095","No"
"0x47693bcdcbcd9e1c0c4a7bb9f9b16a2a7f1318ed","13200","No"
"0x476be0cdd12fe19965ad3e23eea60e39b1774d57","164.56","No"
"0x479a2de0c3c216c6a4c42e5155b0fc86ba2edeaf","488.025133849","No"
"0x47e2f0b5d76babc644ee377e31afe7010f0f4824","259.109379817","No"
"0x4829361f21e485d55ef1ab72ce0bb72207ff8553","528","No"
"0x48bf8f0440e29c71307378dfb467f4b5fd372e5f","36659.809568524","No"
"0x48d6bf75159637807f091b8c84a2723a0cd8930e","4535.222775474","No"
"0x48ddbaff98ac7e23ffada60c8c089f9804aec2f1","186.039611765","No"
"0x4935a81d5b5ceab74e7cbbb71a43bfb9986af457","399.285406486","No"
"0x493681f8c66942b9f86fb14ba12a92d9b32d8f30","27655.428168567","No"
"0x4981d610ecb18fc2a07b1ba207aa8ded10230aa9","53.68","No"
"0x498ad81e9ff2e9ed0374c6b1601c9c72cfb35aa6","2610.563606628","No"
"0x498c28592fc46dc8a616c2a67557328025131eb6","391.383482761","No"
"0x4998d5877161da5439a719ce48066b439ec2f832","2150.616942373","No"
"0x49b1860d7d44134ea3630f7f39220bf41be6a160","1193.659601615","No"
"0x49c12a5b325e1be7acddf2c213cd963b2aeef16c","11206.271150814","No"
"0x49e00b25bde640e820a6990d6902346a0cea9092","8.8","No"
"0x4a0707aef62a3d155ba9e2c395bf82de0d0225f9","918.314045822","No"
"0x4a709f7357f762cceaa867e4768121aaa5bd1866","136.4","No"
"0x4aa218fc31f5603d8f92ede20171725bc4fc4d62","1488.96","No"
"0x4aac97c2f444a42e4a5c097fa2771f57e3251941","356.264747898","No"
"0x4af9a9b4405a12a1791be14d6cfdb78a94ffa3e0","8448","No"
"0x4b4155b386ff5570fd66b978ed82b8081951fbb5","792","No"
"0x4b4555da5397ae06c336711dd5163df65676181f","393.207580895","No"
"0x4b4cd33f410828637b9ea2c9e6855aced3b1a3f0","1182.931821552","No"
"0x4b8e3c19cf63187ad537acedfc2e55c8db41b1d2","45.943620609","No"
"0x4bf9970522a162a4401f9472039906933c2fdebd","155.76","No"
"0x4bfcb575c633f8ff9da277ed9a5f8b2062061173","1477.168","No"
"0x4bfd81be14041c0490626fc9024c5db4ad5bc5fe","227.898075507","No"
"0x4c404724acebb060e2084f652e84219130718229","176","No"
"0x4c87976b98645826a9b6d4d9fdb73a203050bf13","1079.76","No"
"0x4ce26043224b76741359a03d6fe6b921d323f135","6783.471832738","No"
"0x4d3d69c5b95d01b043d05c129e58dcff46a1ed7b","88","No"
"0x4db2ef10ee6b033b076ebbf7720f5ef049f5be36","695.923384321","No"
"0x4e0512c74a5c64c51c190165f141baf01b29ece8","686.4","No"
"0x4e1a5db5d84f261f6244b2ed78a8ffaff168749a","528.548439146","No"
"0x4e1b41baa503aa97174dbda18ff725a5444a81f6","608.96","No"
"0x4e2385d657c65381d0e5446f9e0663f5e09820e6","595.209926833","No"
"0x4e679cdb82787447549e5b9fceb324bde88a59db","162.8","No"
"0x4ec00b4a5480c5aee8be46c4fa71c58977c5be4a","473.634028667","No"
"0x4ec16f48397f0b6940036172dab9ae02b41491b2","1042.504841193","No"
"0x4ecc095b066d4544cf5ad7f74367bc4fdca02c4c","262.764227249","No"
"0x4edcc9d0fa3ce259da559f0ce12fd55ef8aa34fd","766.524753632","No"
"0x4ef240236ebc60f9fe81e050431352e4e6e1896b","149.486414543","No"
"0x4f07ec8b95721e2cc6de887a680ae5257bd04fba","92273.956296634","No"
"0x4f4b9dd9fb447263166bcc54682ee2235f8029e4","803.628929109","No"
"0x4f56193aedbe48f6feaecc3d9033d060de4f4651","1281.137009368","No"
"0x4f5b25adb17e7bd4c48fbedd7bda4444072a14bd","12141.849741165","No"
"0x4f712ad70d9b44e4698ae6471aa45dff8de5b2a9","7.04","No"
"0x503533ce246cd1657c70254d4771a236f61fee1d","3872","No"
"0x50647555c9cb88de02fcd9aef719a60d57c88446","88","No"
"0x508cbdea4b013c35fbd5a216d17c26fd9afc5df5","915.2","No"
"0x50b5167cff2737be0a53053344eaf09d4322c733","6792.584586023","No"
"0x510da9bdb8976ddee0ef62ed875d799130fdb5c6","378.4","No"
"0x5127dc9704c51fb132237a6743acd3ccdc1cff8a","1586.454823589","No"
"0x516f9f28d0cfbdfcde4bbb79d384ab01d83fc877","395.2916","No"
"0x517e86354093fd9b16e09dfc75e97b1170d1d68e","73.86592926","No"
"0x51cf42ff5ffae24773eebbf439119c050b1a80ef","2786.96","No"
"0x51fb7dcb26c026b1782d2dffd3bbd6ca0df20306","8255.349916122","No"
"0x52adb5165a52564eaf75f699ba30394c1378be3d","12891.912","No"
"0x52be8998608d7676c7caba686688b9dbccd54317","126","No"
"0x52cf400d0ce777039141b355ff174706a600530d","34119.426889886","No"
"0x52e7b0aa5d0a26f752756fdc6e471bbeed68db4d","880","No"
"0x530747ece633ce0daf52c0117f3a73e91afcd6e7","18588.541117718","No"
"0x5346a2b65d98859401ce4ce685c547ee9a04da69","294.8","No"
"0x5359aa43407a236358b05f10e6eb7d8188c3c924","322.850815921","No"
"0x53818ec1a68209301da09322ee091b5e127736ec","452.59456","No"
"0x5430ab1ff72fbbd23104aedd908fb24592b448ed","2409.009534653","No"
"0x54764b8093cccd0c853b1bab26ea66dee46c4c6c","10144740.260095","No"
"0x54a41584857fe5d21ea224911f8d3f67d5edcfc6","58.96","No"
"0x54d271dbe5d03a6201b6aa95c8e4130c513b8764","1221.000849763","No"
"0x551336fc9e07652908f7ad0f6a600020d0465b35","880","No"
"0x5517a59f4b72b5e4526c1ded1fc77ff521b2ba62","334.751190922","No"
"0x55321ea917b8d3826690e94304cbd04ff21836fe","35.016154745","No"
"0x5592e2e200ea9435c840d53fcc60ab5f78574fc9","1089.378329615","No"
"0x562fbf580a5d54cb5e4d4c9609ac6cdab101e719","255.886447814","No"
"0x56497c25eab07b3857f3380cc5157e61967a57e6","1206.386227094","No"
"0x5666b4558b0935a1506e6d345f6f10824e969b59","530.122324339","No"
"0x56f0f716ce95acb065669a38c4e82555f3963a57","23.653636783","No"
"0x57123a6bd9a07dbd88ad42083194e177ff03d84e","291.674224402","No"
"0x578d825ffcb3131ac35e21d085e97f36ccf441d3","643.315458096","No"
"0x57a1e5c109e8dfe62e89cebacc0292659efac083","2331.5776","No"
"0x57dcdedb2528f85f4f6845e6f5e9030022724114","2000","No"
"0x586560f32dd26875db7d74ca8e605e4298d6853b","388.541515756","No"
"0x586fa4c71c732ff525e04a0adf01f68e85eae012","828.006810593","No"
"0x58739fb7c39f353db92a4d20e67e9436e8b82bb6","10002.08","No"
"0x58ee347da74d5200d9a4e050eeb3d406c1d99cd0","4232.8","No"
"0x58f240ef3811130b528d986862fc200b7e94090e","382.152827727","No"
"0x596a1128b68e588a7a2c0120fee5bdfe888eb80e","1015.771517111","No"
"0x599779cacd4c2aa26e4d1ce8abd6e709cbcc35b6","88","No"
"0x5a15ea9dcd1f32791af0e4c4b31197df4b4855b3","58634.048414138","No"
"0x5a9b058376e5dee9b00801f1b52e541818c39dc9","7918.733274134","No"
"0x5ac6d5c788cf60a2c506ed28ee8e0c1ab4864066","880","No"
"0x5b1f830bec76250656cdcdd14cfc653206618538","184.186206425","No"
"0x5b39200e0fd497c4205a3d0546d6942b5a57f6a2","2241.975751653","No"
"0x5b87b6e149fdc19916003391a9f7202373353d85","0.88","No"
"0x5c1d5d475bf8a2ff0bf10bb5bc34a4c5f438a131","37.631397746","No"
"0x5ca0eb75c2420865a10ed1b678b9d0160bd9efb2","803.386238558","No"
"0x5cadb2cdb7d6012abc88ad28ddadf828c4018fe0","5857.456","No"
"0x5cae34ae58ecc2d67514efcf9e633f8ad31ce438","144.915130565","No"
"0x5cbe2f43d80956bd763f0721ee1674eb51307992","1760","No"
"0x5d49395ec828fff0930b406fd7e07a6496eed426","176","No"
"0x5d49a9ba6c51018c13bae72d5abe676011eb8870","17454.812244474","No"
"0x5d55fee6d64b8d4beff19f2b1deebd3dfafb98f3","193.014902943","No"
"0x5dd9c93ca6b3044409f48df39422b6ade3b37610","1161.169610742","No"
"0x5e379a25d28dafd37afed824880693b9e3c1ade4","100.709175165","No"
"0x5e457a1caaefe89d5b7f10e4a2858730f3177174","1162.48","No"
"0x5e45d747662636c3dfe3041ab6ad67dbc0e9eaf9","924","No"
"0x5e83afbe40cfff9b10e8185ec9935c3199f89e36","235.84","No"
"0x5eacf05e2087842b7b3e7592b190f6593674a0c1","552.284111273","No"
"0x5ebdee0d4c0d10d788905a21ee5ad781f03dabe8","133.49473685","No"
"0x5f45e01ed2e232bd354f5163b30ce7e1d3b4a965","15094.466537865","No"
"0x5f4799f4c43afbcdddd2574142b8a41a36ff4836","327.069345763","No"
"0x5fa314f78899edc0fb301a8b183048b0c3f10616","41.790009125","No"
"0x5fb277bfc8f4b581fb68fd4255bf5d1031577f52","1144","No"
"0x60334b3d1431225ddb02be37e6a1f0c68dc6a646","9331.675423965","No"
"0x60a94fdcf16f6fb7ec39146f79834c2d5771b5ca","696.9512","No"
"0x60b37360820631fe44646a51a378714bc6d4e3f1","4073.551838399","No"
"0x60b75180e2f4721d7fcd1836cd2f3f0fb4a60ddb","2947.648","No"
"0x60d3655cabe021ecba0bab2c8300e7beb5c1ed7c","11732.458201279","No"
"0x61031212f67b8f2cdfb2d1180b9cf664965c5118","3599.1208","No"
"0x61178573e2b48dc5b41fd9ee42573136ca02a29e","1056","No"
"0x6164acb07a36f45c22a9051dee985027d11e7199","1069.470962427","No"
"0x61688a0fcd0caca913a1c2ab1241f08357f48832","1760","No"
"0x627c0b22234a955f393749fa4e71a45cb43f0642","862.847871176","No"
"0x62c107ef172fcf6c8eddd1f36c852dc313037f59","396","No"
"0x631da9e64f57b4c734b38c8e3ec770f735c4d54d","429.553072763","No"
"0x6322599b8486f1edca9bd0093129c7458730af91","8800","No"
"0x633c0884b5484cd1ad5ff57765150e84081221f6","1056","No"
"0x641274dc27546e68df923b8ddf295a37dd4ef1f6","12091.511246482","No"
"0x6471f85297919b977ee92380bf99091f9b324e63","1917.500803658","No"
"0x64bfe86981dcff270ef6631aa94dc7d325d144d3","1354.711435427","No"
"0x651087a9b14b31675d4de33aebf190a027a26a19","251.917561346","No"
"0x652cf134e8f9f4883e661ce9e352b9ff9c12b9d6","126.644095392","No"
"0x65d6fff1e050d7c3ad90a65da0725228e6142dda","2640","No"
"0x664e3762e34eba3f647f187b844dbd911596b2c2","2198.348308049","No"
"0x667ea50985f10dbfad27802000bfea10e88daecb","0.102469549","No"
"0x66a5cd591fd892db4085479a64aa028cb1256a24","176","No"
"0x66d618738460703fde7f8cd483626a5ac1b60add","4570.626861798","No"
"0x672aa3b082a1d5217d8102e9bc81c702e8e71036","52.8","No"
"0x6736779a3a6d44e0fcc013445c13362dbd4a9ed6","120.985264217","No"
"0x67b336d078bf3a5f269efef9fe0eea3444b32a87","2987.540753175","No"
"0x681e5ff8191f1dc63484c88f7dc426f60a6195f4","19731.87081705","No"
"0x681e9dfc3a82882ccd802d79cb7cb66acb8703ca","4858.342940863","No"
"0x682c9e169c59cb09bf3df8beeb22b8ebd0704a82","502.93056","No"
"0x6837e3d4be243a96eca296433fd05e9e6a0063ac","12003.606761812","No"
"0x686263e7773ddfe7c36f94d4562015ecea20c217","42330.759165993","No"
"0x68683110147ea62f9c0d86bb17432d3b0770b7d4","774.4","No"
"0x686fb5adc94b5b1744c10a7d0a7d43ff47f2cd36","172.48","No"
"0x687a8e0f69e767b61efbbde9a112fc3dd6e506b3","982.148529198","No"
"0x68c07c37827778e77e76f9f8c606c2337fef99ff","645.04","No"
"0x68ca0d91eccf454ab0f9ec077b57956301b1ed2d","1.0904","No"
"0x68cd42a5dc695912d543df7359fae5fee96484b4","132.661283978","No"
"0x6935dbfe9d459bf16d0ae69cc421863c72d08106","360.316","No"
"0x693d782489154a8371be4a6ae48cd484d2ce6455","1529.117185809","No"
"0x697fd6f598c70f547d17b99373a6e5ecac4bf996","44","No"
"0x6983a252d5645cd85a5e3dce50156d386329ad6e","393.41849122","No"
"0x69ea7552df0ae9e5dbfebf8e9ab7f6221aa09d08","320.36414866","No"
"0x6a2a751d96010fd9bc3c241975cd8d965d653a94","4400","No"
"0x6a36fb861f60ae8b8a541c66ebdec506c20eefb5","137.078680017","No"
"0x6aa71850cad1a30cfedb48404f19ecbc1b4d9a92","9332.4","No"
"0x6ae14cc103bedf054b53c93375ef28740264665f","17641.46824","No"
"0x6b13e3aa3ef761072e3c665e8d3d237d8bca9ac7","472.56","No"
"0x6b2bc69d49698a4b5f5b277037efc940cf28e2bd","114.438653745","No"
"0x6b5e31fd7da41e34d6ddf399f5ae6233b3ee75eb","537.68","No"
"0x6b6f5508b6baeb9a3aa345d7219be25d552e2f30","38167.36","No"
"0x6b8824aa4fe1b7617748f99fccfb0dde7adccfaf","3252.490462717","No"
"0x6bd5938b11f329b5b34720715e2488b8d2ec1cba","1456.122996871","No"
"0x6c4230b0612ae92346cb3871af58aad22f6acec9","96.8","No"
"0x6c9c823761eb7fe46c33a8f0d6b01cdbbe53f12b","2725.249618879","No"
"0x6cd021a6668f2170740ecbc8b9aba2141d88395c","0.036245969","No"
"0x6d390fbbbd6d1d25c7f7cee4bf73db0a6d4184ad","145.654146982","No"
"0x6d8f62868510bbcee6f17166802a2e8d0f4d6bbf","2.6752","No"
"0x6db080935a405cc93c3487170b3a468a99eab2a9","2337.100511753","No"
"0x6db7555953a29f1e2405bab39154a9b3cca7ca56","892.383309614","No"
"0x6e1e9fad195eb47ca200d43eaa089669e3f18bb7","1127.28","No"
"0x6e4487807daf0b3379d89d84d04c73482b987514","8.8","No"
"0x6e608ce033750bd087ce3944458ca91459e9d053","1283.67257481","No"
"0x6e64df2f05871e178dddf2a490084d23586e29a4","32784.252159264","No"
"0x6e7c70829c9f5c59c71c006c338c20812e4682ef","184.961852859","No"
"0x6e8b7370f1cbf86e01ff93174ac9725d391d91fa","2484.291761167","No"
"0x6efc2e284b7a786cb95df5a3f48e2b2650ea081a","1.34E-05","No"
"0x6f74393323dc791428a0b85e96a38a554333844d","3643.505085543","No"
"0x6f88c97a6a835fcdde569621da3f42097a1c782e","88","No"
"0x6f92ef9c248ebde6df47781436aec60f1e73144c","2403.05717731","No"
"0x6fcf105bcd6a2108302eed0b887f97c027087b27","96.124044913","No"
"0x702b34b2a1bd78f5be263f78915ce7c8bc94dc63","209.166332567","No"
"0x7096bee0679bdfa75487dbd80285ef13b5151a8c","1494.592091619","No"
"0x70abed8e895d4bcad4d39100e6097fc2e1a6f93f","719.172135915","No"
"0x71001aeede37a30c3b4951164cae27f964c160e3","7883.002974015","No"
"0x718426eca9d53864c3601df68174b9e0ae77f9bf","44","No"
"0x71b7680224ebe99bc9d67e15f34ffbe4426b80cb","2905.615399064","No"
"0x71f8c34a342e9b087cea808df09185214e6bc741","8008","No"
"0x71fe8b3a2f6bf9f1f072f5abc63d0314e53db76f","8373.437254298","No"
"0x7211a6702c2fec9b36e8228f2339325a42b7089f","88","No"
"0x723c12495492537607db7354d564f696fe92de1b","8.8","No"
"0x725da81cf4f83451e87003f671a7faeb86b7b22d","4675.44","No"
"0x7264184d93c3297bd52a8f186863d493654eeea9","4537.28","No"
"0x72742c6333e8d2d4c0d6afa37b0c670271eac7e6","176","No"
"0x7293597dab01cf12f5038e5ebe12f21d79c06b88","1078.837181493","No"
"0x72acf029e7506229158bf08714042ff270818c98","393.743845066","No"
"0x72ed929fd721f8a19419730a4655c6fa4aba3e51","22","No"
"0x730b7827c372b36717626d55ed6a6a219c42e40e","20000","No"
"0x738be5089ba43d5d1070a9fad57c0a616c0dbde1","3490.014997736","No"
"0x73a59a119901c58298f7ef9d8e672dbc6d6f4cd5","61.6","No"
"0x73d9e6df2d1349b43603efb3a0e0c737215d733f","315.92","No"
"0x73f708336844458a01d9baa09290502bc3f4dddb","141.613347743","No"
"0x7400200ffa14d0ba72e1a7dff4cdb433f3f3c778","788.817584281","No"
"0x74214963c436b5cfc4a5c59c657e2029e54b5620","92.90662887","No"
"0x742ba502df2d3abd2ee49e654ffddce0375de147","264","No"
"0x744542871cf32c873dfa4de26abceb31ce7c0963","276.771460025","No"
"0x74608a470fd9435019d8c390fca53678197d51d9","3157.44","No"
"0x74623d272e1465f027a5b70c7c20f07d83513662","6085.854182651","No"
"0x749d6cd431e98e8e6ae88717ada4b141929ebcbe","440","No"
"0x74bc3e52f9b99cb6263486ae31d13548382adcba","7003.2248","No"
"0x74c133ee95c5633f2c6a35ed06f3af6ee39976b0","2388.090529984","No"
"0x74ca47fe5306ae0cc000341fbc43441b70616afc","0.88","No"
"0x753191be8f747209e356698b50c81718749f567a","3941.548859944","No"
"0x75b97eb7e52a2953083f80c05dd08663dcfc077b","1051.845733132","No"
"0x76002bfa950ed2223e2405fc25134f7025581fb8","169.249917616","No"
"0x7679f2a584bf03fe2bd9d6b7f9d7a8a6fbab7d6c","0.49426711","No"
"0x76a996d39a738cf139e7912027f1003ce35912cf","753.28","No"
"0x772c87d43db9a82e394875a68daa99379cc30105","10144.883130968","No"
"0x7767cb340c05075e9bdbdaf07490b200b09b307e","491.123058533","No"
"0x77b0ce6b7d19701e25c802c80dfdb2b6a3c0b257","3509.332023703","No"
"0x77bba2f7f7194764807019f389e28ab142732867","880","No"
"0x77de7aac986cd6e58ed3e056eea1348c1eaf1f10","3179.525264563","No"
"0x77dfff25fec3c1220cfae43a7d8c7582288e046e","880","No"
"0x784cc9286a1c9d0fd4c1fc560b849bcd68fc0a4a","872.998464768","No"
"0x78611cfb5dbf613ed05c32954260b612cd560856","5319.6","No"
"0x789962de5403b4115da03a3404ec6b18775bc4d5","234.02984","No"
"0x78b48533ef7748832c330f12311a131b8164ddee","1.76","No"
